name,about_us,source,cb_id,cb_desc
accenture,"The people to lead.
The knowledge to innovate.
The vision to transform.
WHAT WE DO
Accenture solves our clients' toughest challenges by providing unmatched services in strategy, consulting, digital, technology and operations. We partner with more than three-quarters of the Fortune Global 500, driving innovation to improve the way the world works and lives. With expertise across more than 40 industries and all business functions, we deliver transformational outcomes for a demanding new digital world.
Accenture Strategy
Shapes the future at the intersection of business and technology
Accenture Consulting
Transforms businesses through industry expertise and insights
Accenture Digital
Creates value through new experiences, new intelligence and new connections
Accenture Technology
Powers businesses with cutting-edge solutions using established and emerging technologies
Accenture Operations
Delivers outcomes through infrastructure, security, cloud and business process services
WHAT SETS US APART, BY THE NUMBERS

WE SERVE CLIENTS IN MORE THAN
120

countries

WE WORK ACROSS MORE THAN
40

industries

OF OUR TOP 100 CLIENTS
98

have worked with us for at least 10 years

WE HAVE MADE
14

consecutive appearances in Fortune's ""World's Most Admired Companies"" list

WE HAVE
5K

patents and patent pending applications in 44 countries
learn about our history of innovation 
In today's business environment, companies need to continually reinvent themselves. At Accenture, we take an innovation-led approach to help clients ""imagine and invent"" their future. Through the Accenture Innovation Architecture, we combine our capabilities to invent, develop, and deliver disruptive innovations for clients, and to scale them faster.

Of all of our accomplishments, we take pride in our business performance, diversity and corporate citizenship. We're honored to be recognized for our success in these categories.
Global Leader

Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions – underpinned by the world’s largest delivery network – Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With approximately 401,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. ",BD,accenture,"Accenture is a global management consulting, technology services and outsourcing company, with approximately 204,000 people serving clients in more than 120 countries. Combining unparalleled experience, comprehensive capabilities across all industries and business functions, and extensive research on the world's most successful companies, Accenture collaborates with clients to help them become high-performance businesses and governments."
ace,,BD,,
actavis,,BD,,
acuvue,,BD,,
adidas,,IB,,
adobe,,BD,,
aecom-technology,,BD,,
agco-corporation,,F500,,
aig,,BD,,
ak-steel-holding-corporation,,F500,,
akamai-technologies,,BD,,
alaska-air-group,,F500,,
alcoa,,BD,,
alliance-data-systems-corp,,BD,,
allianz,,IB,,
allstate,,BD,,
ally-financial,,F500,,
altria-group,,F500,,
always,,BD,,
amark-precious-metals,,F500,,
ameren-corporation,,F500,,
american-airlines,,BD,,
american-express,,BD,,
american-family-insurance-group,,F500,,
ameriprise-financial,,BD,,
amgen,,BD,,
anixter-international,,F500,,
applied-materials,,BD,,
aramark,,BD,,
archerdanielsmidland-company,,F500,,
arthur-j-gallagher--co,,F500,,
asbury-automotive-group,,F500,,
assurant,,F500,,
att,,BD,,
audi,,IB,,
autoliv,,F500,,
automatic-data-processing,,F500,,
autonation,,F500,,
autoowners-insurance-group,,F500,,
autozone,,BD,,
aveeno,,BD,,
bank-of-america,,BD,,
bbt,,BD,,
bcg,,BD,,
becton-dickinson-and-company,,F500,,
bed-bath-and-beyond,,BD,,
best-buy,,BD,,
big-lots,,F500,,
black-and-decker,,BD,,
blackrock,,BD,,
bmw,,IB,,
boeing,,BD,,
bond-street,,BD,,
booking.com,,BD,,
booz-allen-hamilton-holding-corp,,F500,,
borgwarner-inc,,BD,,
budweiser,,BD,,
buick,,BD,,
burberry,,IB,,
burger-king,,BD,,
burlington-stores,,F500,,
c.h.-robinson,,BD,,
cameron-international-corporation,,F500,,
canon,,IB,,
capital-one,,BD,,
carefree,,BD,,
carmax,,BD,,
carrier,,BD,,
cartier,,IB,,
cbi,,BD,,
cbre,,BD,,
cbs,,BD,,
cdw-corporation,,F500,,
celanese-corporation,,F500,,
centene-corporation,,BD,,
cheetos,,BD,,
chesapeake-energy-corporation,,F500,,
chesterfield,,BD,,
chevron,,BD,,
chipotle-mexican,,BD,,
ciel,,BD,,
cinemark,,BD,,
citi,,BD,,
citizens,,BD,,
clinique,,BD,,
clorox,,F500,,
cme,,BD,,
cms-energy-corporation,,F500,,
coca-cola,,BD,,
cognizant,,BD,,
commercial-metals-company,,F500,,
community-health-systems,,F500,,
computer-sciences-corporation,,F500,,
conagra-foods,,F500,,
