StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q7,1_Q2,2_Q2,3_Q2,4_Q2,5_Q2,6_Q2,7_Q2,8_Q2,9_Q2,10_Q2,11_Q2,12_Q2,13_Q2,14_Q2,15_Q2,16_Q2,17_Q2,18_Q2,19_Q2,20_Q2,21_Q2,22_Q2,23_Q2,24_Q2,25_Q2,26_Q2,27_Q2,28_Q2,29_Q2,30_Q2,31_Q2,32_Q2,33_Q2,34_Q2,35_Q2,36_Q2,37_Q2,38_Q2,39_Q2,40_Q2,41_Q2,42_Q2,43_Q2,44_Q2,45_Q2,46_Q2,47_Q2,48_Q2,49_Q2,50_Q2,Q13,Q11,Q13,Q15,WBLID,Session,Payment,Bonus,Retake,Complete
2021-02-10 10:05:36,2021-02-10 10:08:24,IP Address,100,167,True,2021-02-10 10:08:24,R_C97sgXEyH8GP5vj,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63382,120130,5 Amazon Gift Card,0,False,2021-02-10T10:08:24-05:00
2021-02-10 10:03:18,2021-02-10 10:08:26,IP Address,100,307,True,2021-02-10 10:08:26,R_26fP2cPuzFn3Ao8,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,64889,120130,5 Amazon Gift Card,0,False,2021-02-10T10:08:26-05:00
2021-02-10 10:05:00,2021-02-10 10:08:26,IP Address,100,205,True,2021-02-10 10:08:26,R_A1E8EfSE3qApTvr,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58769,120130,5 Amazon Gift Card,0,False,2021-02-10T10:08:26-05:00
2021-02-10 10:04:37,2021-02-10 10:08:48,IP Address,100,251,True,2021-02-10 10:08:49,R_2XcHruLIzoOZCOw,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58512,120130,5 Amazon Gift Card,0,False,2021-02-10T10:08:48-05:00
2021-02-10 10:07:00,2021-02-10 10:08:58,IP Address,100,118,True,2021-02-10 10:08:59,R_1mgUJbrk7Wmnk3d,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,45824,120130,5 Amazon Gift Card,0,False,2021-02-10T10:08:58-05:00
2021-02-10 10:05:34,2021-02-10 10:09:03,IP Address,100,208,True,2021-02-10 10:09:03,R_3qD8CZlc41BzeTp,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,1-4 years,18-24,51678,120130,5 Amazon Gift Card,0,False,2021-02-10T10:09:03-05:00
2021-02-10 10:02:28,2021-02-10 10:09:28,IP Address,100,419,True,2021-02-10 10:09:28,R_1ItPUSCtON723yz,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63542,120130,5 Amazon Gift Card,0,False,2021-02-10T10:09:28-05:00
2021-02-10 10:00:50,2021-02-10 10:10:02,IP Address,100,551,True,2021-02-10 10:10:02,R_27jx0XpkSYrOhUX,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,47078,120130,5 Amazon Gift Card,0,False,2021-02-10T10:10:02-05:00
2021-02-10 10:03:45,2021-02-10 10:10:04,IP Address,100,378,True,2021-02-10 10:10:04,R_3384PBQzbuvpO2G,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,65022,120130,5 Amazon Gift Card,0,False,2021-02-10T10:10:04-05:00
2021-02-10 10:04:01,2021-02-10 10:10:13,IP Address,100,372,True,2021-02-10 10:10:13,R_qBYExhyKPcnko8h,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,50133,120130,5 Amazon Gift Card,0,False,2021-02-10T10:10:13-05:00
2021-02-10 10:04:46,2021-02-10 10:10:40,IP Address,100,353,True,2021-02-10 10:10:40,R_1cUDD9pmIktNBDm,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58659,120130,5 Amazon Gift Card,0,False,2021-02-10T10:10:40-05:00
2021-02-10 10:07:00,2021-02-10 10:10:49,IP Address,100,229,True,2021-02-10 10:10:50,R_31AxSV63d7TiVSs,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",Something else,1-4 years,18-24,63583,120130,5 Amazon Gift Card,0,False,2021-02-10T10:10:49-05:00
2021-02-10 10:04:10,2021-02-10 10:11:31,IP Address,100,441,True,2021-02-10 10:11:32,R_3hm5uGzdToxwVrT,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60161,120130,5 Amazon Gift Card,0,False,2021-02-10T10:11:31-05:00
2021-02-10 10:08:26,2021-02-10 10:11:38,IP Address,100,191,True,2021-02-10 10:11:38,R_pQOvXY0Tv5fKU5X,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60300,120130,5 Amazon Gift Card,0,False,2021-02-10T10:11:38-05:00
2021-02-10 10:08:12,2021-02-10 10:12:06,IP Address,100,234,True,2021-02-10 10:12:07,R_BJ3FxfZYKI7Ut9v,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,I was familiar with all of the brands,United States,1-4 years,18-24,63701,120130,5 Amazon Gift Card,0,False,2021-02-10T10:12:06-05:00
2021-02-10 10:04:57,2021-02-10 10:12:35,IP Address,100,457,True,2021-02-10 10:12:35,R_1NmlAVANFDsCphQ,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63231,120130,5 Amazon Gift Card,0,False,2021-02-10T10:12:35-05:00
2021-02-10 10:07:14,2021-02-10 10:12:41,IP Address,100,326,True,2021-02-10 10:12:41,R_3iyTGXoemKqSj7d,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,"I was familiar with some of the brands, but not most of the brands",United States,4-10 years,18-24,59837,120130,5 Amazon Gift Card,0,False,2021-02-10T10:12:41-05:00
2021-02-10 10:08:38,2021-02-10 10:14:57,IP Address,100,379,True,2021-02-10 10:14:57,R_WxifwJaIOfab6ed,anonymous,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,4-10 years,18-24,58359,120130,5 Amazon Gift Card,0,False,2021-02-10T10:14:57-05:00
2021-02-10 10:03:22,2021-02-10 10:15:12,IP Address,100,709,True,2021-02-10 10:15:12,R_QfGub1aHBK3LHgJ,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60503,120130,5 Amazon Gift Card,0,False,2021-02-10T10:15:12-05:00
2021-02-10 10:05:11,2021-02-10 10:15:25,IP Address,100,613,True,2021-02-10 10:15:25,R_1DpZRopgPcyVksA,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49045,120130,5 Amazon Gift Card,0,False,2021-02-10T10:15:25-05:00
2021-02-10 10:00:49,2021-02-10 10:15:39,IP Address,100,890,True,2021-02-10 10:15:40,R_2dAsfyvPDquCDjv,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51555,120130,5 Amazon Gift Card,0,False,2021-02-10T10:15:39-05:00
2021-02-10 10:09:53,2021-02-10 10:16:06,IP Address,100,372,True,2021-02-10 10:16:06,R_1lzvdTIx63XHfrL,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51015,120130,5 Amazon Gift Card,0,False,2021-02-10T10:16:06-05:00
